EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234210246309,BID_DEPTH,[]
1612483234210246309,ASK_DEPTH,[]
1612483234210246309,IMBALANCE,"[0, 0]"
1612483234221820748,BID_DEPTH,[]
1612483234221820748,ASK_DEPTH,[]
1612483234221820748,IMBALANCE,"[0, 0]"
1612483234233931346,BID_DEPTH,[]
1612483234233931346,ASK_DEPTH,[]
1612483234233931346,IMBALANCE,"[0, 0]"
1612483234267994648,BID_DEPTH,[]
1612483234267994648,ASK_DEPTH,[]
1612483234267994648,IMBALANCE,"[0, 0]"
1612483234291023423,BID_DEPTH,"[(100011, 400)]"
1612483234291023423,ASK_DEPTH,[]
1612483234291023423,IMBALANCE,"[400, 0]"
1612483234293738846,BID_DEPTH,"[(100011, 400)]"
1612483234293738846,ASK_DEPTH,[]
1612483234293738846,IMBALANCE,"[400, 0]"
1612483234296190566,BID_DEPTH,"[(100011, 400)]"
1612483234296190566,ASK_DEPTH,[]
1612483234296190566,IMBALANCE,"[400, 0]"
1612483234323249835,BID_DEPTH,"[(100011, 100)]"
1612483234323249835,ASK_DEPTH,[]
1612483234323249835,IMBALANCE,"[100, 0]"
1612483234359959382,BID_DEPTH,[]
1612483234359959382,ASK_DEPTH,"[(100011, 200)]"
1612483234359959382,IMBALANCE,"[0, 200]"
1612483234409322845,BID_DEPTH,[]
1612483234409322845,ASK_DEPTH,"[(100011, 100)]"
1612483234409322845,IMBALANCE,"[0, 100]"
1612483234452533561,BID_DEPTH,[]
1612483234452533561,ASK_DEPTH,[]
1612483234452533561,IMBALANCE,"[0, 0]"
1612483234470222885,BID_DEPTH,[]
1612483234470222885,ASK_DEPTH,[]
1612483234470222885,IMBALANCE,"[0, 0]"
1612483234501501503,BID_DEPTH,[]
1612483234501501503,ASK_DEPTH,[]
1612483234501501503,IMBALANCE,"[0, 0]"
1612483234519545468,BID_DEPTH,[]
1612483234519545468,ASK_DEPTH,[]
1612483234519545468,IMBALANCE,"[0, 0]"
1612483234555523523,BID_DEPTH,[]
1612483234555523523,ASK_DEPTH,[]
1612483234555523523,IMBALANCE,"[0, 0]"
1612483234574620860,BID_DEPTH,[]
1612483234574620860,ASK_DEPTH,[]
1612483234574620860,IMBALANCE,"[0, 0]"
1612483234594922124,BID_DEPTH,[]
1612483234594922124,ASK_DEPTH,[]
1612483234594922124,IMBALANCE,"[0, 0]"
1612483234615553589,BID_DEPTH,[]
1612483234615553589,ASK_DEPTH,[]
1612483234615553589,IMBALANCE,"[0, 0]"
1612483234685958521,BID_DEPTH,[]
1612483234685958521,ASK_DEPTH,[]
1612483234685958521,IMBALANCE,"[0, 0]"
1612483234692739884,BID_DEPTH,[]
1612483234692739884,ASK_DEPTH,[]
1612483234692739884,IMBALANCE,"[0, 0]"
1612483234727911298,BID_DEPTH,[]
1612483234727911298,ASK_DEPTH,[]
1612483234727911298,IMBALANCE,"[0, 0]"
1612483234765678397,BID_DEPTH,[]
1612483234765678397,ASK_DEPTH,[]
1612483234765678397,IMBALANCE,"[0, 0]"
1612483234824988924,BID_DEPTH,[]
1612483234824988924,ASK_DEPTH,[]
1612483234824988924,IMBALANCE,"[0, 0]"
1612483234835089035,BID_DEPTH,[]
1612483234835089035,ASK_DEPTH,[]
1612483234835089035,IMBALANCE,"[0, 0]"
1612483234878209522,BID_DEPTH,[]
1612483234878209522,ASK_DEPTH,[]
1612483234878209522,IMBALANCE,"[0, 0]"
1612483234883881414,BID_DEPTH,[]
1612483234883881414,ASK_DEPTH,[]
1612483234883881414,IMBALANCE,"[0, 0]"
1612483234939437137,BID_DEPTH,[]
1612483234939437137,ASK_DEPTH,[]
1612483234939437137,IMBALANCE,"[0, 0]"
1612483234970823557,BID_DEPTH,[]
1612483234970823557,ASK_DEPTH,[]
1612483234970823557,IMBALANCE,"[0, 0]"
1612483235037814502,BID_DEPTH,[]
1612483235037814502,ASK_DEPTH,[]
1612483235037814502,IMBALANCE,"[0, 0]"
1612483235043325162,BID_DEPTH,[]
1612483235043325162,ASK_DEPTH,[]
1612483235043325162,IMBALANCE,"[0, 0]"
1612483235080939941,BID_DEPTH,[]
1612483235080939941,ASK_DEPTH,[]
1612483235080939941,IMBALANCE,"[0, 0]"
1612483235105905293,BID_DEPTH,[]
1612483235105905293,ASK_DEPTH,[]
1612483235105905293,IMBALANCE,"[0, 0]"
1612483235121391075,BID_DEPTH,[]
1612483235121391075,ASK_DEPTH,[]
1612483235121391075,IMBALANCE,"[0, 0]"
1612483235139523925,BID_DEPTH,[]
1612483235139523925,ASK_DEPTH,[]
1612483235139523925,IMBALANCE,"[0, 0]"
1612483235158083004,BID_DEPTH,[]
1612483235158083004,ASK_DEPTH,[]
1612483235158083004,IMBALANCE,"[0, 0]"
1612483235170368758,BID_DEPTH,[]
1612483235170368758,ASK_DEPTH,[]
1612483235170368758,IMBALANCE,"[0, 0]"
1612483235208326990,BID_DEPTH,[]
1612483235208326990,ASK_DEPTH,[]
1612483235208326990,IMBALANCE,"[0, 0]"
1612483235230479060,BID_DEPTH,[]
1612483235230479060,ASK_DEPTH,[]
1612483235230479060,IMBALANCE,"[0, 0]"
1612483235267862949,BID_DEPTH,[]
1612483235267862949,ASK_DEPTH,[]
1612483235267862949,IMBALANCE,"[0, 0]"
1612483235310591616,BID_DEPTH,[]
1612483235310591616,ASK_DEPTH,[]
1612483235310591616,IMBALANCE,"[0, 0]"
1612483235353719398,BID_DEPTH,[]
1612483235353719398,ASK_DEPTH,[]
1612483235353719398,IMBALANCE,"[0, 0]"
1612483235410077990,BID_DEPTH,[]
1612483235410077990,ASK_DEPTH,[]
1612483235410077990,IMBALANCE,"[0, 0]"
1612483235412681522,BID_DEPTH,[]
1612483235412681522,ASK_DEPTH,[]
1612483235412681522,IMBALANCE,"[0, 0]"
1612483235468900907,BID_DEPTH,[]
1612483235468900907,ASK_DEPTH,[]
1612483235468900907,IMBALANCE,"[0, 0]"
1612483235479058915,BID_DEPTH,[]
1612483235479058915,ASK_DEPTH,[]
1612483235479058915,IMBALANCE,"[0, 0]"
1612483235538298206,BID_DEPTH,[]
1612483235538298206,ASK_DEPTH,[]
1612483235538298206,IMBALANCE,"[0, 0]"
1612483235591522105,BID_DEPTH,[]
1612483235591522105,ASK_DEPTH,[]
1612483235591522105,IMBALANCE,"[0, 0]"
1612483235614639436,BID_DEPTH,[]
1612483235614639436,ASK_DEPTH,[]
1612483235614639436,IMBALANCE,"[0, 0]"
1612483235634157453,BID_DEPTH,[]
1612483235634157453,ASK_DEPTH,[]
1612483235634157453,IMBALANCE,"[0, 0]"
1612483235711449425,BID_DEPTH,[]
1612483235711449425,ASK_DEPTH,[]
1612483235711449425,IMBALANCE,"[0, 0]"
1612483235719107439,BID_DEPTH,[]
1612483235719107439,ASK_DEPTH,[]
1612483235719107439,IMBALANCE,"[0, 0]"
1612483235734518345,BID_DEPTH,[]
1612483235734518345,ASK_DEPTH,[]
1612483235734518345,IMBALANCE,"[0, 0]"
1612483235741231296,BID_DEPTH,[]
1612483235741231296,ASK_DEPTH,[]
1612483235741231296,IMBALANCE,"[0, 0]"
1612483235805151660,BID_DEPTH,[]
1612483235805151660,ASK_DEPTH,[]
1612483235805151660,IMBALANCE,"[0, 0]"
1612483235856611763,BID_DEPTH,[]
1612483235856611763,ASK_DEPTH,[]
1612483235856611763,IMBALANCE,"[0, 0]"
1612483235877802015,BID_DEPTH,[]
1612483235877802015,ASK_DEPTH,[]
1612483235877802015,IMBALANCE,"[0, 0]"
1612483235899923640,BID_DEPTH,[]
1612483235899923640,ASK_DEPTH,[]
1612483235899923640,IMBALANCE,"[0, 0]"
1612483236000571650,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483236000571650,FINAL_CASH_POSITION,10000000
1612483236000571650,MARKED_TO_MARKET,10000000
1612483236000571650,ENDING_CASH,10000000
