EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234222265724,BID_DEPTH,[]
1612483234222265724,ASK_DEPTH,[]
1612483234222265724,IMBALANCE,"[0, 0]"
1612483234284605062,BID_DEPTH,[]
1612483234284605062,ASK_DEPTH,[]
1612483234284605062,IMBALANCE,"[0, 0]"
1612483234321841386,BID_DEPTH,"[(100011, 100)]"
1612483234321841386,ASK_DEPTH,[]
1612483234321841386,IMBALANCE,"[100, 0]"
1612483234325665387,BID_DEPTH,"[(100011, 100)]"
1612483234325665387,ASK_DEPTH,[]
1612483234325665387,IMBALANCE,"[100, 0]"
1612483234342395407,BID_DEPTH,"[(100011, 100)]"
1612483234342395407,ASK_DEPTH,[]
1612483234342395407,IMBALANCE,"[100, 0]"
1612483234348398246,BID_DEPTH,[]
1612483234348398246,ASK_DEPTH,"[(100011, 100)]"
1612483234348398246,IMBALANCE,"[0, 100]"
1612483234380970590,BID_DEPTH,[]
1612483234380970590,ASK_DEPTH,"[(100011, 200)]"
1612483234380970590,IMBALANCE,"[0, 200]"
1612483234394365744,BID_DEPTH,[]
1612483234394365744,ASK_DEPTH,"[(100011, 200)]"
1612483234394365744,IMBALANCE,"[0, 200]"
1612483234405280607,BID_DEPTH,[]
1612483234405280607,ASK_DEPTH,"[(100011, 100)]"
1612483234405280607,IMBALANCE,"[0, 100]"
1612483234417583607,BID_DEPTH,[]
1612483234417583607,ASK_DEPTH,[]
1612483234417583607,IMBALANCE,"[0, 0]"
1612483234425208890,BID_DEPTH,[]
1612483234425208890,ASK_DEPTH,[]
1612483234425208890,IMBALANCE,"[0, 0]"
1612483234443380115,BID_DEPTH,[]
1612483234443380115,ASK_DEPTH,[]
1612483234443380115,IMBALANCE,"[0, 0]"
1612483234448746584,BID_DEPTH,[]
1612483234448746584,ASK_DEPTH,[]
1612483234448746584,IMBALANCE,"[0, 0]"
1612483234454244891,BID_DEPTH,[]
1612483234454244891,ASK_DEPTH,[]
1612483234454244891,IMBALANCE,"[0, 0]"
1612483234491474473,BID_DEPTH,[]
1612483234491474473,ASK_DEPTH,[]
1612483234491474473,IMBALANCE,"[0, 0]"
1612483234520276026,BID_DEPTH,[]
1612483234520276026,ASK_DEPTH,[]
1612483234520276026,IMBALANCE,"[0, 0]"
1612483234631336512,BID_DEPTH,[]
1612483234631336512,ASK_DEPTH,[]
1612483234631336512,IMBALANCE,"[0, 0]"
1612483234716670020,BID_DEPTH,[]
1612483234716670020,ASK_DEPTH,[]
1612483234716670020,IMBALANCE,"[0, 0]"
1612483234736457548,BID_DEPTH,[]
1612483234736457548,ASK_DEPTH,[]
1612483234736457548,IMBALANCE,"[0, 0]"
1612483234778353223,BID_DEPTH,[]
1612483234778353223,ASK_DEPTH,[]
1612483234778353223,IMBALANCE,"[0, 0]"
1612483234796923266,BID_DEPTH,[]
1612483234796923266,ASK_DEPTH,[]
1612483234796923266,IMBALANCE,"[0, 0]"
1612483234806903843,BID_DEPTH,[]
1612483234806903843,ASK_DEPTH,[]
1612483234806903843,IMBALANCE,"[0, 0]"
1612483234905123509,BID_DEPTH,[]
1612483234905123509,ASK_DEPTH,[]
1612483234905123509,IMBALANCE,"[0, 0]"
1612483235029451171,BID_DEPTH,[]
1612483235029451171,ASK_DEPTH,[]
1612483235029451171,IMBALANCE,"[0, 0]"
1612483235065276580,BID_DEPTH,[]
1612483235065276580,ASK_DEPTH,[]
1612483235065276580,IMBALANCE,"[0, 0]"
1612483235091981938,BID_DEPTH,[]
1612483235091981938,ASK_DEPTH,[]
1612483235091981938,IMBALANCE,"[0, 0]"
1612483235134742076,BID_DEPTH,[]
1612483235134742076,ASK_DEPTH,[]
1612483235134742076,IMBALANCE,"[0, 0]"
1612483235139498539,BID_DEPTH,[]
1612483235139498539,ASK_DEPTH,[]
1612483235139498539,IMBALANCE,"[0, 0]"
1612483235161123172,BID_DEPTH,[]
1612483235161123172,ASK_DEPTH,[]
1612483235161123172,IMBALANCE,"[0, 0]"
1612483235180250101,BID_DEPTH,[]
1612483235180250101,ASK_DEPTH,[]
1612483235180250101,IMBALANCE,"[0, 0]"
1612483235203377831,BID_DEPTH,[]
1612483235203377831,ASK_DEPTH,[]
1612483235203377831,IMBALANCE,"[0, 0]"
1612483235208233152,BID_DEPTH,[]
1612483235208233152,ASK_DEPTH,[]
1612483235208233152,IMBALANCE,"[0, 0]"
1612483235230395474,BID_DEPTH,[]
1612483235230395474,ASK_DEPTH,[]
1612483235230395474,IMBALANCE,"[0, 0]"
1612483235282053963,BID_DEPTH,[]
1612483235282053963,ASK_DEPTH,[]
1612483235282053963,IMBALANCE,"[0, 0]"
1612483235362343887,BID_DEPTH,[]
1612483235362343887,ASK_DEPTH,[]
1612483235362343887,IMBALANCE,"[0, 0]"
1612483235416169672,BID_DEPTH,[]
1612483235416169672,ASK_DEPTH,[]
1612483235416169672,IMBALANCE,"[0, 0]"
1612483235429593433,BID_DEPTH,[]
1612483235429593433,ASK_DEPTH,[]
1612483235429593433,IMBALANCE,"[0, 0]"
1612483235432908011,BID_DEPTH,[]
1612483235432908011,ASK_DEPTH,[]
1612483235432908011,IMBALANCE,"[0, 0]"
1612483235606090280,BID_DEPTH,[]
1612483235606090280,ASK_DEPTH,[]
1612483235606090280,IMBALANCE,"[0, 0]"
1612483235609628357,BID_DEPTH,[]
1612483235609628357,ASK_DEPTH,[]
1612483235609628357,IMBALANCE,"[0, 0]"
1612483235613329506,BID_DEPTH,[]
1612483235613329506,ASK_DEPTH,[]
1612483235613329506,IMBALANCE,"[0, 0]"
1612483235704663113,BID_DEPTH,[]
1612483235704663113,ASK_DEPTH,[]
1612483235704663113,IMBALANCE,"[0, 0]"
1612483235737265907,BID_DEPTH,[]
1612483235737265907,ASK_DEPTH,[]
1612483235737265907,IMBALANCE,"[0, 0]"
1612483235743222235,BID_DEPTH,[]
1612483235743222235,ASK_DEPTH,[]
1612483235743222235,IMBALANCE,"[0, 0]"
1612483235793240233,BID_DEPTH,[]
1612483235793240233,ASK_DEPTH,[]
1612483235793240233,IMBALANCE,"[0, 0]"
1612483235825072427,BID_DEPTH,[]
1612483235825072427,ASK_DEPTH,[]
1612483235825072427,IMBALANCE,"[0, 0]"
1612483235930561259,BID_DEPTH,[]
1612483235930561259,ASK_DEPTH,[]
1612483235930561259,IMBALANCE,"[0, 0]"
1612483235988403889,BID_DEPTH,[]
1612483235988403889,ASK_DEPTH,[]
1612483235988403889,IMBALANCE,"[0, 0]"
1612483235996322856,BID_DEPTH,[]
1612483235996322856,ASK_DEPTH,[]
1612483235996322856,IMBALANCE,"[0, 0]"
1612483235996322856,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483235996322856,FINAL_CASH_POSITION,10000000
1612483235996322856,MARKED_TO_MARKET,10000000
1612483235996322856,ENDING_CASH,10000000
