EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234240835731,BID_DEPTH,[]
1612483234240835731,ASK_DEPTH,[]
1612483234240835731,IMBALANCE,"[0, 0]"
1612483234304876335,BID_DEPTH,"[(100011, 400)]"
1612483234304876335,ASK_DEPTH,[]
1612483234304876335,IMBALANCE,"[400, 0]"
1612483234320333318,BID_DEPTH,"[(100011, 100)]"
1612483234320333318,ASK_DEPTH,[]
1612483234320333318,IMBALANCE,"[100, 0]"
1612483234343114911,BID_DEPTH,"[(100011, 100)]"
1612483234343114911,ASK_DEPTH,[]
1612483234343114911,IMBALANCE,"[100, 0]"
1612483234370575053,BID_DEPTH,[]
1612483234370575053,ASK_DEPTH,"[(100011, 200)]"
1612483234370575053,IMBALANCE,"[0, 200]"
1612483234420055420,BID_DEPTH,[]
1612483234420055420,ASK_DEPTH,[]
1612483234420055420,IMBALANCE,"[0, 0]"
1612483234468950533,BID_DEPTH,[]
1612483234468950533,ASK_DEPTH,[]
1612483234468950533,IMBALANCE,"[0, 0]"
1612483234526369227,BID_DEPTH,[]
1612483234526369227,ASK_DEPTH,[]
1612483234526369227,IMBALANCE,"[0, 0]"
1612483234632210642,BID_DEPTH,[]
1612483234632210642,ASK_DEPTH,[]
1612483234632210642,IMBALANCE,"[0, 0]"
1612483234695408811,BID_DEPTH,[]
1612483234695408811,ASK_DEPTH,[]
1612483234695408811,IMBALANCE,"[0, 0]"
1612483234709295225,BID_DEPTH,[]
1612483234709295225,ASK_DEPTH,[]
1612483234709295225,IMBALANCE,"[0, 0]"
1612483234731739758,BID_DEPTH,[]
1612483234731739758,ASK_DEPTH,[]
1612483234731739758,IMBALANCE,"[0, 0]"
1612483234769161219,BID_DEPTH,[]
1612483234769161219,ASK_DEPTH,[]
1612483234769161219,IMBALANCE,"[0, 0]"
1612483234869535843,BID_DEPTH,[]
1612483234869535843,ASK_DEPTH,[]
1612483234869535843,IMBALANCE,"[0, 0]"
1612483234893233978,BID_DEPTH,[]
1612483234893233978,ASK_DEPTH,[]
1612483234893233978,IMBALANCE,"[0, 0]"
1612483234896852788,BID_DEPTH,[]
1612483234896852788,ASK_DEPTH,[]
1612483234896852788,IMBALANCE,"[0, 0]"
1612483234905751363,BID_DEPTH,[]
1612483234905751363,ASK_DEPTH,[]
1612483234905751363,IMBALANCE,"[0, 0]"
1612483234924757254,BID_DEPTH,[]
1612483234924757254,ASK_DEPTH,[]
1612483234924757254,IMBALANCE,"[0, 0]"
1612483235026777186,BID_DEPTH,[]
1612483235026777186,ASK_DEPTH,[]
1612483235026777186,IMBALANCE,"[0, 0]"
1612483235036499321,BID_DEPTH,[]
1612483235036499321,ASK_DEPTH,[]
1612483235036499321,IMBALANCE,"[0, 0]"
1612483235058288482,BID_DEPTH,[]
1612483235058288482,ASK_DEPTH,[]
1612483235058288482,IMBALANCE,"[0, 0]"
1612483235133418441,BID_DEPTH,[]
1612483235133418441,ASK_DEPTH,[]
1612483235133418441,IMBALANCE,"[0, 0]"
1612483235161359328,BID_DEPTH,[]
1612483235161359328,ASK_DEPTH,[]
1612483235161359328,IMBALANCE,"[0, 0]"
1612483235219632342,BID_DEPTH,[]
1612483235219632342,ASK_DEPTH,[]
1612483235219632342,IMBALANCE,"[0, 0]"
1612483235239487199,BID_DEPTH,[]
1612483235239487199,ASK_DEPTH,[]
1612483235239487199,IMBALANCE,"[0, 0]"
1612483235257498557,BID_DEPTH,[]
1612483235257498557,ASK_DEPTH,[]
1612483235257498557,IMBALANCE,"[0, 0]"
1612483235279707295,BID_DEPTH,[]
1612483235279707295,ASK_DEPTH,[]
1612483235279707295,IMBALANCE,"[0, 0]"
1612483235326814279,BID_DEPTH,[]
1612483235326814279,ASK_DEPTH,[]
1612483235326814279,IMBALANCE,"[0, 0]"
1612483235400836390,BID_DEPTH,[]
1612483235400836390,ASK_DEPTH,[]
1612483235400836390,IMBALANCE,"[0, 0]"
1612483235539558255,BID_DEPTH,[]
1612483235539558255,ASK_DEPTH,[]
1612483235539558255,IMBALANCE,"[0, 0]"
1612483235703364596,BID_DEPTH,[]
1612483235703364596,ASK_DEPTH,[]
1612483235703364596,IMBALANCE,"[0, 0]"
1612483235729201792,BID_DEPTH,[]
1612483235729201792,ASK_DEPTH,[]
1612483235729201792,IMBALANCE,"[0, 0]"
1612483235876684939,BID_DEPTH,[]
1612483235876684939,ASK_DEPTH,[]
1612483235876684939,IMBALANCE,"[0, 0]"
1612483235891004756,BID_DEPTH,[]
1612483235891004756,ASK_DEPTH,[]
1612483235891004756,IMBALANCE,"[0, 0]"
1612483235920667059,BID_DEPTH,[]
1612483235920667059,ASK_DEPTH,[]
1612483235920667059,IMBALANCE,"[0, 0]"
1612483235929007772,BID_DEPTH,[]
1612483235929007772,ASK_DEPTH,[]
1612483235929007772,IMBALANCE,"[0, 0]"
1612483235944451110,BID_DEPTH,[]
1612483235944451110,ASK_DEPTH,[]
1612483235944451110,IMBALANCE,"[0, 0]"
1612483235956469513,BID_DEPTH,[]
1612483235956469513,ASK_DEPTH,[]
1612483235956469513,IMBALANCE,"[0, 0]"
1612483235967515800,BID_DEPTH,[]
1612483235967515800,ASK_DEPTH,[]
1612483235967515800,IMBALANCE,"[0, 0]"
1612483235985802324,BID_DEPTH,[]
1612483235985802324,ASK_DEPTH,[]
1612483235985802324,IMBALANCE,"[0, 0]"
1612483235985802324,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483235985802324,FINAL_CASH_POSITION,10000000
1612483235985802324,MARKED_TO_MARKET,10000000
1612483235985802324,ENDING_CASH,10000000
