EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234229874999,BID_DEPTH,[]
1612483234229874999,ASK_DEPTH,[]
1612483234229874999,IMBALANCE,"[0, 0]"
1612483234316888597,BID_DEPTH,"[(100011, 100)]"
1612483234316888597,ASK_DEPTH,[]
1612483234316888597,IMBALANCE,"[100, 0]"
1612483234324044277,BID_DEPTH,"[(100011, 100)]"
1612483234324044277,ASK_DEPTH,[]
1612483234324044277,IMBALANCE,"[100, 0]"
1612483234338310260,BID_DEPTH,"[(100011, 100)]"
1612483234338310260,ASK_DEPTH,[]
1612483234338310260,IMBALANCE,"[100, 0]"
1612483234361465850,BID_DEPTH,[]
1612483234361465850,ASK_DEPTH,"[(100011, 200)]"
1612483234361465850,IMBALANCE,"[0, 200]"
1612483234383510233,BID_DEPTH,[]
1612483234383510233,ASK_DEPTH,"[(100011, 200)]"
1612483234383510233,IMBALANCE,"[0, 200]"
1612483234395856007,BID_DEPTH,[]
1612483234395856007,ASK_DEPTH,"[(100011, 200)]"
1612483234395856007,IMBALANCE,"[0, 200]"
1612483234448739855,BID_DEPTH,[]
1612483234448739855,ASK_DEPTH,[]
1612483234448739855,IMBALANCE,"[0, 0]"
1612483234480133300,BID_DEPTH,[]
1612483234480133300,ASK_DEPTH,[]
1612483234480133300,IMBALANCE,"[0, 0]"
1612483234545593506,BID_DEPTH,[]
1612483234545593506,ASK_DEPTH,[]
1612483234545593506,IMBALANCE,"[0, 0]"
1612483234587752781,BID_DEPTH,[]
1612483234587752781,ASK_DEPTH,[]
1612483234587752781,IMBALANCE,"[0, 0]"
1612483234775523485,BID_DEPTH,[]
1612483234775523485,ASK_DEPTH,[]
1612483234775523485,IMBALANCE,"[0, 0]"
1612483234799170562,BID_DEPTH,[]
1612483234799170562,ASK_DEPTH,[]
1612483234799170562,IMBALANCE,"[0, 0]"
1612483234837583994,BID_DEPTH,[]
1612483234837583994,ASK_DEPTH,[]
1612483234837583994,IMBALANCE,"[0, 0]"
1612483234846312568,BID_DEPTH,[]
1612483234846312568,ASK_DEPTH,[]
1612483234846312568,IMBALANCE,"[0, 0]"
1612483234855516961,BID_DEPTH,[]
1612483234855516961,ASK_DEPTH,[]
1612483234855516961,IMBALANCE,"[0, 0]"
1612483234971232568,BID_DEPTH,[]
1612483234971232568,ASK_DEPTH,[]
1612483234971232568,IMBALANCE,"[0, 0]"
1612483235037594359,BID_DEPTH,[]
1612483235037594359,ASK_DEPTH,[]
1612483235037594359,IMBALANCE,"[0, 0]"
1612483235092453479,BID_DEPTH,[]
1612483235092453479,ASK_DEPTH,[]
1612483235092453479,IMBALANCE,"[0, 0]"
1612483235140382292,BID_DEPTH,[]
1612483235140382292,ASK_DEPTH,[]
1612483235140382292,IMBALANCE,"[0, 0]"
1612483235211876693,BID_DEPTH,[]
1612483235211876693,ASK_DEPTH,[]
1612483235211876693,IMBALANCE,"[0, 0]"
1612483235235218646,BID_DEPTH,[]
1612483235235218646,ASK_DEPTH,[]
1612483235235218646,IMBALANCE,"[0, 0]"
1612483235342470684,BID_DEPTH,[]
1612483235342470684,ASK_DEPTH,[]
1612483235342470684,IMBALANCE,"[0, 0]"
1612483235350347309,BID_DEPTH,[]
1612483235350347309,ASK_DEPTH,[]
1612483235350347309,IMBALANCE,"[0, 0]"
1612483235418897533,BID_DEPTH,[]
1612483235418897533,ASK_DEPTH,[]
1612483235418897533,IMBALANCE,"[0, 0]"
1612483235437426365,BID_DEPTH,[]
1612483235437426365,ASK_DEPTH,[]
1612483235437426365,IMBALANCE,"[0, 0]"
1612483235482937022,BID_DEPTH,[]
1612483235482937022,ASK_DEPTH,[]
1612483235482937022,IMBALANCE,"[0, 0]"
1612483235574028249,BID_DEPTH,[]
1612483235574028249,ASK_DEPTH,[]
1612483235574028249,IMBALANCE,"[0, 0]"
1612483235676623491,BID_DEPTH,[]
1612483235676623491,ASK_DEPTH,[]
1612483235676623491,IMBALANCE,"[0, 0]"
1612483235693434640,BID_DEPTH,[]
1612483235693434640,ASK_DEPTH,[]
1612483235693434640,IMBALANCE,"[0, 0]"
1612483235711075905,BID_DEPTH,[]
1612483235711075905,ASK_DEPTH,[]
1612483235711075905,IMBALANCE,"[0, 0]"
1612483235738854451,BID_DEPTH,[]
1612483235738854451,ASK_DEPTH,[]
1612483235738854451,IMBALANCE,"[0, 0]"
1612483235776342650,BID_DEPTH,[]
1612483235776342650,ASK_DEPTH,[]
1612483235776342650,IMBALANCE,"[0, 0]"
1612483235811429955,BID_DEPTH,[]
1612483235811429955,ASK_DEPTH,[]
1612483235811429955,IMBALANCE,"[0, 0]"
1612483235854388806,BID_DEPTH,[]
1612483235854388806,ASK_DEPTH,[]
1612483235854388806,IMBALANCE,"[0, 0]"
1612483235862710133,BID_DEPTH,[]
1612483235862710133,ASK_DEPTH,[]
1612483235862710133,IMBALANCE,"[0, 0]"
1612483235897205784,BID_DEPTH,[]
1612483235897205784,ASK_DEPTH,[]
1612483235897205784,IMBALANCE,"[0, 0]"
1612483235910348742,BID_DEPTH,[]
1612483235910348742,ASK_DEPTH,[]
1612483235910348742,IMBALANCE,"[0, 0]"
1612483235917872950,BID_DEPTH,[]
1612483235917872950,ASK_DEPTH,[]
1612483235917872950,IMBALANCE,"[0, 0]"
1612483235917872950,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483235917872950,FINAL_CASH_POSITION,10000000
1612483235917872950,MARKED_TO_MARKET,10000000
1612483235917872950,ENDING_CASH,10000000
