EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234439344808,BID_DEPTH,[]
1612483234439344808,ASK_DEPTH,[]
1612483234439344808,IMBALANCE,"[0, 0]"
1612483234503769723,BID_DEPTH,[]
1612483234503769723,ASK_DEPTH,[]
1612483234503769723,IMBALANCE,"[0, 0]"
1612483234525942500,BID_DEPTH,[]
1612483234525942500,ASK_DEPTH,[]
1612483234525942500,IMBALANCE,"[0, 0]"
1612483234540218860,BID_DEPTH,[]
1612483234540218860,ASK_DEPTH,[]
1612483234540218860,IMBALANCE,"[0, 0]"
1612483234613832004,BID_DEPTH,[]
1612483234613832004,ASK_DEPTH,[]
1612483234613832004,IMBALANCE,"[0, 0]"
1612483234635479117,BID_DEPTH,[]
1612483234635479117,ASK_DEPTH,[]
1612483234635479117,IMBALANCE,"[0, 0]"
1612483234750871459,BID_DEPTH,[]
1612483234750871459,ASK_DEPTH,[]
1612483234750871459,IMBALANCE,"[0, 0]"
1612483234819964313,BID_DEPTH,[]
1612483234819964313,ASK_DEPTH,[]
1612483234819964313,IMBALANCE,"[0, 0]"
1612483234833123467,BID_DEPTH,[]
1612483234833123467,ASK_DEPTH,[]
1612483234833123467,IMBALANCE,"[0, 0]"
1612483234864462808,BID_DEPTH,[]
1612483234864462808,ASK_DEPTH,[]
1612483234864462808,IMBALANCE,"[0, 0]"
1612483234880052342,BID_DEPTH,[]
1612483234880052342,ASK_DEPTH,[]
1612483234880052342,IMBALANCE,"[0, 0]"
1612483234934483552,BID_DEPTH,[]
1612483234934483552,ASK_DEPTH,[]
1612483234934483552,IMBALANCE,"[0, 0]"
1612483235051319595,BID_DEPTH,[]
1612483235051319595,ASK_DEPTH,[]
1612483235051319595,IMBALANCE,"[0, 0]"
1612483235145222019,BID_DEPTH,[]
1612483235145222019,ASK_DEPTH,[]
1612483235145222019,IMBALANCE,"[0, 0]"
1612483235219124601,BID_DEPTH,[]
1612483235219124601,ASK_DEPTH,[]
1612483235219124601,IMBALANCE,"[0, 0]"
1612483235235808147,BID_DEPTH,[]
1612483235235808147,ASK_DEPTH,[]
1612483235235808147,IMBALANCE,"[0, 0]"
1612483235392332063,BID_DEPTH,[]
1612483235392332063,ASK_DEPTH,[]
1612483235392332063,IMBALANCE,"[0, 0]"
1612483235421392314,BID_DEPTH,[]
1612483235421392314,ASK_DEPTH,[]
1612483235421392314,IMBALANCE,"[0, 0]"
1612483235482721421,BID_DEPTH,[]
1612483235482721421,ASK_DEPTH,[]
1612483235482721421,IMBALANCE,"[0, 0]"
1612483235529596996,BID_DEPTH,[]
1612483235529596996,ASK_DEPTH,[]
1612483235529596996,IMBALANCE,"[0, 0]"
1612483235586860225,BID_DEPTH,[]
1612483235586860225,ASK_DEPTH,[]
1612483235586860225,IMBALANCE,"[0, 0]"
1612483235616501567,BID_DEPTH,[]
1612483235616501567,ASK_DEPTH,[]
1612483235616501567,IMBALANCE,"[0, 0]"
1612483235664603197,BID_DEPTH,[]
1612483235664603197,ASK_DEPTH,[]
1612483235664603197,IMBALANCE,"[0, 0]"
1612483235689034819,BID_DEPTH,[]
1612483235689034819,ASK_DEPTH,[]
1612483235689034819,IMBALANCE,"[0, 0]"
1612483235705229233,BID_DEPTH,[]
1612483235705229233,ASK_DEPTH,[]
1612483235705229233,IMBALANCE,"[0, 0]"
1612483235845271731,BID_DEPTH,[]
1612483235845271731,ASK_DEPTH,[]
1612483235845271731,IMBALANCE,"[0, 0]"
1612483235877070135,BID_DEPTH,[]
1612483235877070135,ASK_DEPTH,[]
1612483235877070135,IMBALANCE,"[0, 0]"
1612483235927251897,BID_DEPTH,[]
1612483235927251897,ASK_DEPTH,[]
1612483235927251897,IMBALANCE,"[0, 0]"
1612483235979995101,BID_DEPTH,[]
1612483235979995101,ASK_DEPTH,[]
1612483235979995101,IMBALANCE,"[0, 0]"
1612483235993089745,BID_DEPTH,[]
1612483235993089745,ASK_DEPTH,[]
1612483235993089745,IMBALANCE,"[0, 0]"
1612483235994209706,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483235994209706,FINAL_CASH_POSITION,10000000
1612483235994209706,MARKED_TO_MARKET,10000000
1612483235994209706,ENDING_CASH,10000000
