EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234313509650,BID_DEPTH,"[(100011, 100)]"
1612483234313509650,ASK_DEPTH,[]
1612483234313509650,IMBALANCE,"[100, 0]"
1612483234332292324,BID_DEPTH,"[(100011, 100)]"
1612483234332292324,ASK_DEPTH,[]
1612483234332292324,IMBALANCE,"[100, 0]"
1612483234405769378,BID_DEPTH,[]
1612483234405769378,ASK_DEPTH,"[(100011, 100)]"
1612483234405769378,IMBALANCE,"[0, 100]"
1612483234460954214,BID_DEPTH,[]
1612483234460954214,ASK_DEPTH,[]
1612483234460954214,IMBALANCE,"[0, 0]"
1612483234463548857,BID_DEPTH,[]
1612483234463548857,ASK_DEPTH,[]
1612483234463548857,IMBALANCE,"[0, 0]"
1612483234515474798,BID_DEPTH,[]
1612483234515474798,ASK_DEPTH,[]
1612483234515474798,IMBALANCE,"[0, 0]"
1612483234518496262,BID_DEPTH,[]
1612483234518496262,ASK_DEPTH,[]
1612483234518496262,IMBALANCE,"[0, 0]"
1612483234581488817,BID_DEPTH,[]
1612483234581488817,ASK_DEPTH,[]
1612483234581488817,IMBALANCE,"[0, 0]"
1612483234623569748,BID_DEPTH,[]
1612483234623569748,ASK_DEPTH,[]
1612483234623569748,IMBALANCE,"[0, 0]"
1612483234629831911,BID_DEPTH,[]
1612483234629831911,ASK_DEPTH,[]
1612483234629831911,IMBALANCE,"[0, 0]"
1612483234638107992,BID_DEPTH,[]
1612483234638107992,ASK_DEPTH,[]
1612483234638107992,IMBALANCE,"[0, 0]"
1612483234655758518,BID_DEPTH,[]
1612483234655758518,ASK_DEPTH,[]
1612483234655758518,IMBALANCE,"[0, 0]"
1612483234700615071,BID_DEPTH,[]
1612483234700615071,ASK_DEPTH,[]
1612483234700615071,IMBALANCE,"[0, 0]"
1612483234703336607,BID_DEPTH,[]
1612483234703336607,ASK_DEPTH,[]
1612483234703336607,IMBALANCE,"[0, 0]"
1612483234720618343,BID_DEPTH,[]
1612483234720618343,ASK_DEPTH,[]
1612483234720618343,IMBALANCE,"[0, 0]"
1612483234723999378,BID_DEPTH,[]
1612483234723999378,ASK_DEPTH,[]
1612483234723999378,IMBALANCE,"[0, 0]"
1612483234774379481,BID_DEPTH,[]
1612483234774379481,ASK_DEPTH,[]
1612483234774379481,IMBALANCE,"[0, 0]"
1612483234838382548,BID_DEPTH,[]
1612483234838382548,ASK_DEPTH,[]
1612483234838382548,IMBALANCE,"[0, 0]"
1612483234890939201,BID_DEPTH,[]
1612483234890939201,ASK_DEPTH,[]
1612483234890939201,IMBALANCE,"[0, 0]"
1612483234916850041,BID_DEPTH,[]
1612483234916850041,ASK_DEPTH,[]
1612483234916850041,IMBALANCE,"[0, 0]"
1612483235029311401,BID_DEPTH,[]
1612483235029311401,ASK_DEPTH,[]
1612483235029311401,IMBALANCE,"[0, 0]"
1612483235033815461,BID_DEPTH,[]
1612483235033815461,ASK_DEPTH,[]
1612483235033815461,IMBALANCE,"[0, 0]"
1612483235066951913,BID_DEPTH,[]
1612483235066951913,ASK_DEPTH,[]
1612483235066951913,IMBALANCE,"[0, 0]"
1612483235119814488,BID_DEPTH,[]
1612483235119814488,ASK_DEPTH,[]
1612483235119814488,IMBALANCE,"[0, 0]"
1612483235138261464,BID_DEPTH,[]
1612483235138261464,ASK_DEPTH,[]
1612483235138261464,IMBALANCE,"[0, 0]"
1612483235154234739,BID_DEPTH,[]
1612483235154234739,ASK_DEPTH,[]
1612483235154234739,IMBALANCE,"[0, 0]"
1612483235168058119,BID_DEPTH,[]
1612483235168058119,ASK_DEPTH,[]
1612483235168058119,IMBALANCE,"[0, 0]"
1612483235176019971,BID_DEPTH,[]
1612483235176019971,ASK_DEPTH,[]
1612483235176019971,IMBALANCE,"[0, 0]"
1612483235177459125,BID_DEPTH,[]
1612483235177459125,ASK_DEPTH,[]
1612483235177459125,IMBALANCE,"[0, 0]"
1612483235202343418,BID_DEPTH,[]
1612483235202343418,ASK_DEPTH,[]
1612483235202343418,IMBALANCE,"[0, 0]"
1612483235210760286,BID_DEPTH,[]
1612483235210760286,ASK_DEPTH,[]
1612483235210760286,IMBALANCE,"[0, 0]"
1612483235214346470,BID_DEPTH,[]
1612483235214346470,ASK_DEPTH,[]
1612483235214346470,IMBALANCE,"[0, 0]"
1612483235294479979,BID_DEPTH,[]
1612483235294479979,ASK_DEPTH,[]
1612483235294479979,IMBALANCE,"[0, 0]"
1612483235309078646,BID_DEPTH,[]
1612483235309078646,ASK_DEPTH,[]
1612483235309078646,IMBALANCE,"[0, 0]"
1612483235354362429,BID_DEPTH,[]
1612483235354362429,ASK_DEPTH,[]
1612483235354362429,IMBALANCE,"[0, 0]"
1612483235357342170,BID_DEPTH,[]
1612483235357342170,ASK_DEPTH,[]
1612483235357342170,IMBALANCE,"[0, 0]"
1612483235453728716,BID_DEPTH,[]
1612483235453728716,ASK_DEPTH,[]
1612483235453728716,IMBALANCE,"[0, 0]"
1612483235458620522,BID_DEPTH,[]
1612483235458620522,ASK_DEPTH,[]
1612483235458620522,IMBALANCE,"[0, 0]"
1612483235473756565,BID_DEPTH,[]
1612483235473756565,ASK_DEPTH,[]
1612483235473756565,IMBALANCE,"[0, 0]"
1612483235498908877,BID_DEPTH,[]
1612483235498908877,ASK_DEPTH,[]
1612483235498908877,IMBALANCE,"[0, 0]"
1612483235574385781,BID_DEPTH,[]
1612483235574385781,ASK_DEPTH,[]
1612483235574385781,IMBALANCE,"[0, 0]"
1612483235589262977,BID_DEPTH,[]
1612483235589262977,ASK_DEPTH,[]
1612483235589262977,IMBALANCE,"[0, 0]"
1612483235670755321,BID_DEPTH,[]
1612483235670755321,ASK_DEPTH,[]
1612483235670755321,IMBALANCE,"[0, 0]"
1612483235698310161,BID_DEPTH,[]
1612483235698310161,ASK_DEPTH,[]
1612483235698310161,IMBALANCE,"[0, 0]"
1612483235713059590,BID_DEPTH,[]
1612483235713059590,ASK_DEPTH,[]
1612483235713059590,IMBALANCE,"[0, 0]"
1612483235774328016,BID_DEPTH,[]
1612483235774328016,ASK_DEPTH,[]
1612483235774328016,IMBALANCE,"[0, 0]"
1612483235881681086,BID_DEPTH,[]
1612483235881681086,ASK_DEPTH,[]
1612483235881681086,IMBALANCE,"[0, 0]"
1612483235901949363,BID_DEPTH,[]
1612483235901949363,ASK_DEPTH,[]
1612483235901949363,IMBALANCE,"[0, 0]"
1612483235961592705,BID_DEPTH,[]
1612483235961592705,ASK_DEPTH,[]
1612483235961592705,IMBALANCE,"[0, 0]"
1612483236000696658,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483236000696658,FINAL_CASH_POSITION,10000000
1612483236000696658,MARKED_TO_MARKET,10000000
1612483236000696658,ENDING_CASH,10000000
