EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234272065517,BID_DEPTH,[]
1612483234272065517,ASK_DEPTH,[]
1612483234272065517,IMBALANCE,"[0, 0]"
1612483234410785885,BID_DEPTH,[]
1612483234410785885,ASK_DEPTH,"[(100011, 100)]"
1612483234410785885,IMBALANCE,"[0, 100]"
1612483234423280098,BID_DEPTH,[]
1612483234423280098,ASK_DEPTH,[]
1612483234423280098,IMBALANCE,"[0, 0]"
1612483234429368805,BID_DEPTH,[]
1612483234429368805,ASK_DEPTH,[]
1612483234429368805,IMBALANCE,"[0, 0]"
1612483234484283976,BID_DEPTH,[]
1612483234484283976,ASK_DEPTH,[]
1612483234484283976,IMBALANCE,"[0, 0]"
1612483234520625525,BID_DEPTH,[]
1612483234520625525,ASK_DEPTH,[]
1612483234520625525,IMBALANCE,"[0, 0]"
1612483234531597143,BID_DEPTH,[]
1612483234531597143,ASK_DEPTH,[]
1612483234531597143,IMBALANCE,"[0, 0]"
1612483234663714027,BID_DEPTH,[]
1612483234663714027,ASK_DEPTH,[]
1612483234663714027,IMBALANCE,"[0, 0]"
1612483234801492864,BID_DEPTH,[]
1612483234801492864,ASK_DEPTH,[]
1612483234801492864,IMBALANCE,"[0, 0]"
1612483234824033644,BID_DEPTH,[]
1612483234824033644,ASK_DEPTH,[]
1612483234824033644,IMBALANCE,"[0, 0]"
1612483234885682879,BID_DEPTH,[]
1612483234885682879,ASK_DEPTH,[]
1612483234885682879,IMBALANCE,"[0, 0]"
1612483234943863166,BID_DEPTH,[]
1612483234943863166,ASK_DEPTH,[]
1612483234943863166,IMBALANCE,"[0, 0]"
1612483235106532478,BID_DEPTH,[]
1612483235106532478,ASK_DEPTH,[]
1612483235106532478,IMBALANCE,"[0, 0]"
1612483235128546230,BID_DEPTH,[]
1612483235128546230,ASK_DEPTH,[]
1612483235128546230,IMBALANCE,"[0, 0]"
1612483235136549190,BID_DEPTH,[]
1612483235136549190,ASK_DEPTH,[]
1612483235136549190,IMBALANCE,"[0, 0]"
1612483235155514212,BID_DEPTH,[]
1612483235155514212,ASK_DEPTH,[]
1612483235155514212,IMBALANCE,"[0, 0]"
1612483235259083145,BID_DEPTH,[]
1612483235259083145,ASK_DEPTH,[]
1612483235259083145,IMBALANCE,"[0, 0]"
1612483235291859262,BID_DEPTH,[]
1612483235291859262,ASK_DEPTH,[]
1612483235291859262,IMBALANCE,"[0, 0]"
1612483235320388584,BID_DEPTH,[]
1612483235320388584,ASK_DEPTH,[]
1612483235320388584,IMBALANCE,"[0, 0]"
1612483235411230026,BID_DEPTH,[]
1612483235411230026,ASK_DEPTH,[]
1612483235411230026,IMBALANCE,"[0, 0]"
1612483235424643310,BID_DEPTH,[]
1612483235424643310,ASK_DEPTH,[]
1612483235424643310,IMBALANCE,"[0, 0]"
1612483235455485553,BID_DEPTH,[]
1612483235455485553,ASK_DEPTH,[]
1612483235455485553,IMBALANCE,"[0, 0]"
1612483235464892968,BID_DEPTH,[]
1612483235464892968,ASK_DEPTH,[]
1612483235464892968,IMBALANCE,"[0, 0]"
1612483235474681659,BID_DEPTH,[]
1612483235474681659,ASK_DEPTH,[]
1612483235474681659,IMBALANCE,"[0, 0]"
1612483235508878739,BID_DEPTH,[]
1612483235508878739,ASK_DEPTH,[]
1612483235508878739,IMBALANCE,"[0, 0]"
1612483235522158712,BID_DEPTH,[]
1612483235522158712,ASK_DEPTH,[]
1612483235522158712,IMBALANCE,"[0, 0]"
1612483235537367335,BID_DEPTH,[]
1612483235537367335,ASK_DEPTH,[]
1612483235537367335,IMBALANCE,"[0, 0]"
1612483235546195824,BID_DEPTH,[]
1612483235546195824,ASK_DEPTH,[]
1612483235546195824,IMBALANCE,"[0, 0]"
1612483235555442757,BID_DEPTH,[]
1612483235555442757,ASK_DEPTH,[]
1612483235555442757,IMBALANCE,"[0, 0]"
1612483235610160539,BID_DEPTH,[]
1612483235610160539,ASK_DEPTH,[]
1612483235610160539,IMBALANCE,"[0, 0]"
1612483235636725189,BID_DEPTH,[]
1612483235636725189,ASK_DEPTH,[]
1612483235636725189,IMBALANCE,"[0, 0]"
1612483235673787794,BID_DEPTH,[]
1612483235673787794,ASK_DEPTH,[]
1612483235673787794,IMBALANCE,"[0, 0]"
1612483235701629759,BID_DEPTH,[]
1612483235701629759,ASK_DEPTH,[]
1612483235701629759,IMBALANCE,"[0, 0]"
1612483235713550104,BID_DEPTH,[]
1612483235713550104,ASK_DEPTH,[]
1612483235713550104,IMBALANCE,"[0, 0]"
1612483235821997336,BID_DEPTH,[]
1612483235821997336,ASK_DEPTH,[]
1612483235821997336,IMBALANCE,"[0, 0]"
1612483235837341625,BID_DEPTH,[]
1612483235837341625,ASK_DEPTH,[]
1612483235837341625,IMBALANCE,"[0, 0]"
1612483235874473440,BID_DEPTH,[]
1612483235874473440,ASK_DEPTH,[]
1612483235874473440,IMBALANCE,"[0, 0]"
1612483235874473440,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483235874473440,FINAL_CASH_POSITION,10000000
1612483235874473440,MARKED_TO_MARKET,10000000
1612483235874473440,ENDING_CASH,10000000
