EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234303186119,BID_DEPTH,"[(100011, 400)]"
1612483234303186119,ASK_DEPTH,[]
1612483234303186119,IMBALANCE,"[400, 0]"
1612483234312962647,BID_DEPTH,"[(100011, 300)]"
1612483234312962647,ASK_DEPTH,[]
1612483234312962647,IMBALANCE,"[300, 0]"
1612483234363253453,BID_DEPTH,[]
1612483234363253453,ASK_DEPTH,"[(100011, 200)]"
1612483234363253453,IMBALANCE,"[0, 200]"
1612483234471452122,BID_DEPTH,[]
1612483234471452122,ASK_DEPTH,[]
1612483234471452122,IMBALANCE,"[0, 0]"
1612483234497914999,BID_DEPTH,[]
1612483234497914999,ASK_DEPTH,[]
1612483234497914999,IMBALANCE,"[0, 0]"
1612483234532699215,BID_DEPTH,[]
1612483234532699215,ASK_DEPTH,[]
1612483234532699215,IMBALANCE,"[0, 0]"
1612483234632788147,BID_DEPTH,[]
1612483234632788147,ASK_DEPTH,[]
1612483234632788147,IMBALANCE,"[0, 0]"
1612483234658281699,BID_DEPTH,[]
1612483234658281699,ASK_DEPTH,[]
1612483234658281699,IMBALANCE,"[0, 0]"
1612483234764978400,BID_DEPTH,[]
1612483234764978400,ASK_DEPTH,[]
1612483234764978400,IMBALANCE,"[0, 0]"
1612483234816951092,BID_DEPTH,[]
1612483234816951092,ASK_DEPTH,[]
1612483234816951092,IMBALANCE,"[0, 0]"
1612483234844001648,BID_DEPTH,[]
1612483234844001648,ASK_DEPTH,[]
1612483234844001648,IMBALANCE,"[0, 0]"
1612483234856690900,BID_DEPTH,[]
1612483234856690900,ASK_DEPTH,[]
1612483234856690900,IMBALANCE,"[0, 0]"
1612483234889554886,BID_DEPTH,[]
1612483234889554886,ASK_DEPTH,[]
1612483234889554886,IMBALANCE,"[0, 0]"
1612483234919974106,BID_DEPTH,[]
1612483234919974106,ASK_DEPTH,[]
1612483234919974106,IMBALANCE,"[0, 0]"
1612483235029863856,BID_DEPTH,[]
1612483235029863856,ASK_DEPTH,[]
1612483235029863856,IMBALANCE,"[0, 0]"
1612483235147030040,BID_DEPTH,[]
1612483235147030040,ASK_DEPTH,[]
1612483235147030040,IMBALANCE,"[0, 0]"
1612483235264158745,BID_DEPTH,[]
1612483235264158745,ASK_DEPTH,[]
1612483235264158745,IMBALANCE,"[0, 0]"
1612483235356118994,BID_DEPTH,[]
1612483235356118994,ASK_DEPTH,[]
1612483235356118994,IMBALANCE,"[0, 0]"
1612483235448103822,BID_DEPTH,[]
1612483235448103822,ASK_DEPTH,[]
1612483235448103822,IMBALANCE,"[0, 0]"
1612483235466545862,BID_DEPTH,[]
1612483235466545862,ASK_DEPTH,[]
1612483235466545862,IMBALANCE,"[0, 0]"
1612483235477131703,BID_DEPTH,[]
1612483235477131703,ASK_DEPTH,[]
1612483235477131703,IMBALANCE,"[0, 0]"
1612483235536417030,BID_DEPTH,[]
1612483235536417030,ASK_DEPTH,[]
1612483235536417030,IMBALANCE,"[0, 0]"
1612483235608262811,BID_DEPTH,[]
1612483235608262811,ASK_DEPTH,[]
1612483235608262811,IMBALANCE,"[0, 0]"
1612483235634789649,BID_DEPTH,[]
1612483235634789649,ASK_DEPTH,[]
1612483235634789649,IMBALANCE,"[0, 0]"
1612483235661820580,BID_DEPTH,[]
1612483235661820580,ASK_DEPTH,[]
1612483235661820580,IMBALANCE,"[0, 0]"
1612483235683272894,BID_DEPTH,[]
1612483235683272894,ASK_DEPTH,[]
1612483235683272894,IMBALANCE,"[0, 0]"
1612483235737434583,BID_DEPTH,[]
1612483235737434583,ASK_DEPTH,[]
1612483235737434583,IMBALANCE,"[0, 0]"
1612483235750932707,BID_DEPTH,[]
1612483235750932707,ASK_DEPTH,[]
1612483235750932707,IMBALANCE,"[0, 0]"
1612483235784697506,BID_DEPTH,[]
1612483235784697506,ASK_DEPTH,[]
1612483235784697506,IMBALANCE,"[0, 0]"
1612483235805834761,BID_DEPTH,[]
1612483235805834761,ASK_DEPTH,[]
1612483235805834761,IMBALANCE,"[0, 0]"
1612483235847554562,BID_DEPTH,[]
1612483235847554562,ASK_DEPTH,[]
1612483235847554562,IMBALANCE,"[0, 0]"
1612483235861504853,BID_DEPTH,[]
1612483235861504853,ASK_DEPTH,[]
1612483235861504853,IMBALANCE,"[0, 0]"
1612483235883274965,BID_DEPTH,[]
1612483235883274965,ASK_DEPTH,[]
1612483235883274965,IMBALANCE,"[0, 0]"
1612483235906207055,BID_DEPTH,[]
1612483235906207055,ASK_DEPTH,[]
1612483235906207055,IMBALANCE,"[0, 0]"
1612483235918096944,BID_DEPTH,[]
1612483235918096944,ASK_DEPTH,[]
1612483235918096944,IMBALANCE,"[0, 0]"
1612483235969593573,BID_DEPTH,[]
1612483235969593573,ASK_DEPTH,[]
1612483235969593573,IMBALANCE,"[0, 0]"
1612483235994299040,BID_DEPTH,[]
1612483235994299040,ASK_DEPTH,[]
1612483235994299040,IMBALANCE,"[0, 0]"
1612483235994299040,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483235994299040,FINAL_CASH_POSITION,10000000
1612483235994299040,MARKED_TO_MARKET,10000000
1612483235994299040,ENDING_CASH,10000000
