EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234216285532,BID_DEPTH,[]
1612483234216285532,ASK_DEPTH,[]
1612483234216285532,IMBALANCE,"[0, 0]"
1612483234253651798,BID_DEPTH,[]
1612483234253651798,ASK_DEPTH,[]
1612483234253651798,IMBALANCE,"[0, 0]"
1612483234300426625,BID_DEPTH,"[(100011, 400)]"
1612483234300426625,ASK_DEPTH,[]
1612483234300426625,IMBALANCE,"[400, 0]"
1612483234316595395,BID_DEPTH,"[(100011, 200)]"
1612483234316595395,ASK_DEPTH,[]
1612483234316595395,IMBALANCE,"[200, 0]"
1612483234355101985,BID_DEPTH,[]
1612483234355101985,ASK_DEPTH,"[(100011, 100)]"
1612483234355101985,IMBALANCE,"[0, 100]"
1612483234380248656,BID_DEPTH,[]
1612483234380248656,ASK_DEPTH,"[(100011, 200)]"
1612483234380248656,IMBALANCE,"[0, 200]"
1612483234456040085,BID_DEPTH,[]
1612483234456040085,ASK_DEPTH,[]
1612483234456040085,IMBALANCE,"[0, 0]"
1612483234488602217,BID_DEPTH,[]
1612483234488602217,ASK_DEPTH,[]
1612483234488602217,IMBALANCE,"[0, 0]"
1612483234518218925,BID_DEPTH,[]
1612483234518218925,ASK_DEPTH,[]
1612483234518218925,IMBALANCE,"[0, 0]"
1612483234608673689,BID_DEPTH,[]
1612483234608673689,ASK_DEPTH,[]
1612483234608673689,IMBALANCE,"[0, 0]"
1612483234634272587,BID_DEPTH,[]
1612483234634272587,ASK_DEPTH,[]
1612483234634272587,IMBALANCE,"[0, 0]"
1612483234686684794,BID_DEPTH,[]
1612483234686684794,ASK_DEPTH,[]
1612483234686684794,IMBALANCE,"[0, 0]"
1612483234815281334,BID_DEPTH,[]
1612483234815281334,ASK_DEPTH,[]
1612483234815281334,IMBALANCE,"[0, 0]"
1612483234867470379,BID_DEPTH,[]
1612483234867470379,ASK_DEPTH,[]
1612483234867470379,IMBALANCE,"[0, 0]"
1612483234884857834,BID_DEPTH,[]
1612483234884857834,ASK_DEPTH,[]
1612483234884857834,IMBALANCE,"[0, 0]"
1612483234911612130,BID_DEPTH,[]
1612483234911612130,ASK_DEPTH,[]
1612483234911612130,IMBALANCE,"[0, 0]"
1612483234928764835,BID_DEPTH,[]
1612483234928764835,ASK_DEPTH,[]
1612483234928764835,IMBALANCE,"[0, 0]"
1612483235029761284,BID_DEPTH,[]
1612483235029761284,ASK_DEPTH,[]
1612483235029761284,IMBALANCE,"[0, 0]"
1612483235201748353,BID_DEPTH,[]
1612483235201748353,ASK_DEPTH,[]
1612483235201748353,IMBALANCE,"[0, 0]"
1612483235218331503,BID_DEPTH,[]
1612483235218331503,ASK_DEPTH,[]
1612483235218331503,IMBALANCE,"[0, 0]"
1612483235240511431,BID_DEPTH,[]
1612483235240511431,ASK_DEPTH,[]
1612483235240511431,IMBALANCE,"[0, 0]"
1612483235281720641,BID_DEPTH,[]
1612483235281720641,ASK_DEPTH,[]
1612483235281720641,IMBALANCE,"[0, 0]"
1612483235310619062,BID_DEPTH,[]
1612483235310619062,ASK_DEPTH,[]
1612483235310619062,IMBALANCE,"[0, 0]"
1612483235333462677,BID_DEPTH,[]
1612483235333462677,ASK_DEPTH,[]
1612483235333462677,IMBALANCE,"[0, 0]"
1612483235491243840,BID_DEPTH,[]
1612483235491243840,ASK_DEPTH,[]
1612483235491243840,IMBALANCE,"[0, 0]"
1612483235620813065,BID_DEPTH,[]
1612483235620813065,ASK_DEPTH,[]
1612483235620813065,IMBALANCE,"[0, 0]"
1612483235655793239,BID_DEPTH,[]
1612483235655793239,ASK_DEPTH,[]
1612483235655793239,IMBALANCE,"[0, 0]"
1612483235821090813,BID_DEPTH,[]
1612483235821090813,ASK_DEPTH,[]
1612483235821090813,IMBALANCE,"[0, 0]"
1612483235836546787,BID_DEPTH,[]
1612483235836546787,ASK_DEPTH,[]
1612483235836546787,IMBALANCE,"[0, 0]"
1612483235851541236,BID_DEPTH,[]
1612483235851541236,ASK_DEPTH,[]
1612483235851541236,IMBALANCE,"[0, 0]"
1612483235891532861,BID_DEPTH,[]
1612483235891532861,ASK_DEPTH,[]
1612483235891532861,IMBALANCE,"[0, 0]"
1612483235932457116,BID_DEPTH,[]
1612483235932457116,ASK_DEPTH,[]
1612483235932457116,IMBALANCE,"[0, 0]"
1612483235997622146,BID_DEPTH,[]
1612483235997622146,ASK_DEPTH,[]
1612483235997622146,IMBALANCE,"[0, 0]"
1612483235997622146,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483235997622146,FINAL_CASH_POSITION,10000000
1612483235997622146,MARKED_TO_MARKET,10000000
1612483235997622146,ENDING_CASH,10000000
