EventTime,EventType,Event
0,AGENT_TYPE,MomentumAgent
0,STARTING_CASH,10000000
1612483200000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
1612483234235452992,BID_DEPTH,[]
1612483234235452992,ASK_DEPTH,[]
1612483234235452992,IMBALANCE,"[0, 0]"
1612483234277765846,BID_DEPTH,[]
1612483234277765846,ASK_DEPTH,[]
1612483234277765846,IMBALANCE,"[0, 0]"
1612483234319379533,BID_DEPTH,"[(100011, 100)]"
1612483234319379533,ASK_DEPTH,[]
1612483234319379533,IMBALANCE,"[100, 0]"
1612483234359530871,BID_DEPTH,[]
1612483234359530871,ASK_DEPTH,"[(100011, 200)]"
1612483234359530871,IMBALANCE,"[0, 200]"
1612483234367678600,BID_DEPTH,[]
1612483234367678600,ASK_DEPTH,"[(100011, 200)]"
1612483234367678600,IMBALANCE,"[0, 200]"
1612483234389747250,BID_DEPTH,[]
1612483234389747250,ASK_DEPTH,"[(100011, 200)]"
1612483234389747250,IMBALANCE,"[0, 200]"
1612483234539017502,BID_DEPTH,[]
1612483234539017502,ASK_DEPTH,[]
1612483234539017502,IMBALANCE,"[0, 0]"
1612483234610109248,BID_DEPTH,[]
1612483234610109248,ASK_DEPTH,[]
1612483234610109248,IMBALANCE,"[0, 0]"
1612483234623185144,BID_DEPTH,[]
1612483234623185144,ASK_DEPTH,[]
1612483234623185144,IMBALANCE,"[0, 0]"
1612483234637384890,BID_DEPTH,[]
1612483234637384890,ASK_DEPTH,[]
1612483234637384890,IMBALANCE,"[0, 0]"
1612483234719968890,BID_DEPTH,[]
1612483234719968890,ASK_DEPTH,[]
1612483234719968890,IMBALANCE,"[0, 0]"
1612483234852858955,BID_DEPTH,[]
1612483234852858955,ASK_DEPTH,[]
1612483234852858955,IMBALANCE,"[0, 0]"
1612483234874784216,BID_DEPTH,[]
1612483234874784216,ASK_DEPTH,[]
1612483234874784216,IMBALANCE,"[0, 0]"
1612483234888988225,BID_DEPTH,[]
1612483234888988225,ASK_DEPTH,[]
1612483234888988225,IMBALANCE,"[0, 0]"
1612483234940263979,BID_DEPTH,[]
1612483234940263979,ASK_DEPTH,[]
1612483234940263979,IMBALANCE,"[0, 0]"
1612483234979092535,BID_DEPTH,[]
1612483234979092535,ASK_DEPTH,[]
1612483234979092535,IMBALANCE,"[0, 0]"
1612483235034493615,BID_DEPTH,[]
1612483235034493615,ASK_DEPTH,[]
1612483235034493615,IMBALANCE,"[0, 0]"
1612483235044733208,BID_DEPTH,[]
1612483235044733208,ASK_DEPTH,[]
1612483235044733208,IMBALANCE,"[0, 0]"
1612483235078132584,BID_DEPTH,[]
1612483235078132584,ASK_DEPTH,[]
1612483235078132584,IMBALANCE,"[0, 0]"
1612483235172584817,BID_DEPTH,[]
1612483235172584817,ASK_DEPTH,[]
1612483235172584817,IMBALANCE,"[0, 0]"
1612483235238014808,BID_DEPTH,[]
1612483235238014808,ASK_DEPTH,[]
1612483235238014808,IMBALANCE,"[0, 0]"
1612483235256349665,BID_DEPTH,[]
1612483235256349665,ASK_DEPTH,[]
1612483235256349665,IMBALANCE,"[0, 0]"
1612483235291568312,BID_DEPTH,[]
1612483235291568312,ASK_DEPTH,[]
1612483235291568312,IMBALANCE,"[0, 0]"
1612483235333976511,BID_DEPTH,[]
1612483235333976511,ASK_DEPTH,[]
1612483235333976511,IMBALANCE,"[0, 0]"
1612483235356875584,BID_DEPTH,[]
1612483235356875584,ASK_DEPTH,[]
1612483235356875584,IMBALANCE,"[0, 0]"
1612483235393645107,BID_DEPTH,[]
1612483235393645107,ASK_DEPTH,[]
1612483235393645107,IMBALANCE,"[0, 0]"
1612483235445588544,BID_DEPTH,[]
1612483235445588544,ASK_DEPTH,[]
1612483235445588544,IMBALANCE,"[0, 0]"
1612483235454903576,BID_DEPTH,[]
1612483235454903576,ASK_DEPTH,[]
1612483235454903576,IMBALANCE,"[0, 0]"
1612483235504606765,BID_DEPTH,[]
1612483235504606765,ASK_DEPTH,[]
1612483235504606765,IMBALANCE,"[0, 0]"
1612483235534146562,BID_DEPTH,[]
1612483235534146562,ASK_DEPTH,[]
1612483235534146562,IMBALANCE,"[0, 0]"
1612483235626183954,BID_DEPTH,[]
1612483235626183954,ASK_DEPTH,[]
1612483235626183954,IMBALANCE,"[0, 0]"
1612483235689290007,BID_DEPTH,[]
1612483235689290007,ASK_DEPTH,[]
1612483235689290007,IMBALANCE,"[0, 0]"
1612483235708815481,BID_DEPTH,[]
1612483235708815481,ASK_DEPTH,[]
1612483235708815481,IMBALANCE,"[0, 0]"
1612483235777503672,BID_DEPTH,[]
1612483235777503672,ASK_DEPTH,[]
1612483235777503672,IMBALANCE,"[0, 0]"
1612483235802895852,BID_DEPTH,[]
1612483235802895852,ASK_DEPTH,[]
1612483235802895852,IMBALANCE,"[0, 0]"
1612483235810012310,BID_DEPTH,[]
1612483235810012310,ASK_DEPTH,[]
1612483235810012310,IMBALANCE,"[0, 0]"
1612483235854450564,BID_DEPTH,[]
1612483235854450564,ASK_DEPTH,[]
1612483235854450564,IMBALANCE,"[0, 0]"
1612483235897196475,BID_DEPTH,[]
1612483235897196475,ASK_DEPTH,[]
1612483235897196475,IMBALANCE,"[0, 0]"
1612483235918671134,BID_DEPTH,[]
1612483235918671134,ASK_DEPTH,[]
1612483235918671134,IMBALANCE,"[0, 0]"
1612483235952601693,BID_DEPTH,[]
1612483235952601693,ASK_DEPTH,[]
1612483235952601693,IMBALANCE,"[0, 0]"
1612483235967682523,BID_DEPTH,[]
1612483235967682523,ASK_DEPTH,[]
1612483235967682523,IMBALANCE,"[0, 0]"
1612483235967682523,FINAL_HOLDINGS,{ CASH: 10000000 }
1612483235967682523,FINAL_CASH_POSITION,10000000
1612483235967682523,MARKED_TO_MARKET,10000000
1612483235967682523,ENDING_CASH,10000000
